Name,League,Defense,Midfield,Attack,Overall,Logo URL,Team_Rating
Kasimpaşa SK,Süper Lig,70,70,72,70,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/111339.png,3.0
Rosario Central,LPF,67,70,72,70,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/110580.png,3.0
SK Rapid Wien,Ö. Bundesliga,70,68,72,70,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/254.png,3.0
Jeonbuk Hyundai Motors,K League 1,68,71,71,70,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1477.png,3.0
New York City FC,MLS,70,69,71,70,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/112828.png,3.0
Kayserispor,Süper Lig,68,71,70,70,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/101020.png,3.0
Hannover 96,Bundesliga 2,71,70,70,70,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/485.png,3.0
VfL Bochum 1848,Bundesliga 2,71,70,70,70,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/160.png,3.0
Middlesbrough,EFL Championship,71,70,70,70,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/12.png,3.0
Gaziantep FK,Süper Lig,70,70,70,70,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/110776.png,3.0
Deportivo Toluca,LIGA BBVA MX,70,70,70,70,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1882.png,3.0
Stoke City,EFL Championship,70,70,70,70,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1806.png,3.0
Philadelphia Union,MLS,69,70,70,70,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/112134.png,3.0
Coritiba,Liga do Brasil,69,70,70,70,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/111044.png,3.0
Boavista FC,Liga NOS,69,70,70,70,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1898.png,3.0
La Spezia,Serie A TIM,67,70,70,70,https://fifastatic.fifaindex.com/FIFA20/images/crest/5/light/110741.png,3.0
Junior FC,Libertadores,67,70,70,70,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/101101.png,3.0
Santa Clara,Liga NOS,70,69,70,70,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1438.png,3.0
Lecce,Rest of World,69,69,70,70,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/347.png,3.0
Bristol City,EFL Championship,70,68,70,70,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1919.png,3.0
Millwall,EFL Championship,70,67,70,70,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/97.png,3.0
FC Midtjylland,3F Superliga,70,72,69,70,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1516.png,3.0
Estudiantes de La Plata,LPF,69,72,69,70,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/101083.png,3.0
Chievo Verona,Rest of World,69,71,69,70,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/192.png,3.0
Birmingham City,EFL Championship,71,70,69,70,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/88.png,3.0
Sheffield Wednesday,EFL Championship,69,70,69,70,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1807.png,3.0
Toronto FC,MLS,69,72,68,70,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/111651.png,3.0
Vitesse,Eredivisie,71,70,68,70,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1909.png,3.0
Derby County,EFL Championship,69,70,68,70,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/91.png,3.0
MKE Ankaragücü,Süper Lig,70,69,68,70,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/101007.png,3.0
D.C. United,MLS,66,68,67,70,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/688.png,3.0
Preston North End,EFL Championship,69,71,66,70,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1801.png,3.0
LA Galaxy,MLS,67,70,77,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/697.png,3.0
Kashima Antlers,Meiji Yasuda J1,66,68,74,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/101147.png,3.0
Beijing Sinobo Guoan FC,CSL,67,71,73,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/111768.png,3.0
Oud-Heverlee Leuven,1A Pro League,69,70,73,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/100087.png,3.0
LAFC,MLS,68,69,73,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/112996.png,3.0
Mazatlán Fútbol Club,LIGA BBVA MX,65,67,73,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/114899.png,3.0
SC Heerenveen,Eredivisie,67,71,72,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1913.png,3.0
Shanghai Shenhua,CSL,64,70,72,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/110955.png,3.0
Queens Park Rangers,EFL Championship,69,69,72,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/15.png,3.0
Atlanta United FC,MLS,68,69,72,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/112885.png,3.0
SPAL,Rest of World,68,68,72,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/112791.png,3.0
Hatayspor,Süper Lig,68,70,71,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/101028.png,3.0
R. Oviedo,LaLiga SmartBank,69,69,71,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/110827.png,3.0
Moreirense FC,Liga NOS,69,69,71,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1900.png,3.0
Fútbol Club Juárez,LIGA BBVA MX,68,69,71,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/113134.png,3.0
SV Darmstadt 98,Bundesliga 2,68,69,71,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/110502.png,3.0
Gençlerbirliği SK,Süper Lig,68,69,71,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/101025.png,3.0
1. FC Heidenheim 1846,Bundesliga 2,71,68,71,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/111235.png,3.0
Club Atlético de San Luis,LIGA BBVA MX,67,68,71,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/112678.png,3.0
Sporting Kansas City,MLS,69,67,71,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/696.png,3.0
Kaizer Chiefs,Rest of World,67,66,71,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/110929.png,3.0
Holstein Kiel,Bundesliga 2,68,73,70,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/576.png,3.0
Futebol Clube de Famalicão,Liga NOS,69,71,70,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/112809.png,3.0
Colorado Rapids,MLS,68,71,70,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/694.png,3.0
Al Ittihad,MBS Pro League,67,71,70,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/607.png,3.0
Vissel Kobe,Meiji Yasuda J1,68,70,70,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/101146.png,3.0
Göztepe SK,Süper Lig,68,70,70,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/101026.png,3.0
Goiás,Liga do Brasil,69,69,70,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/111042.png,3.0
SC Paderborn 07,Bundesliga 2,69,69,70,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/10030.png,3.0
KAS Eupen,1A Pro League,69,69,70,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/2013.png,3.0
UD Las Palmas,LaLiga SmartBank,69,69,70,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/472.png,3.0
SpVgg Greuther Fürth,Bundesliga 2,69,69,70,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/165.png,3.0
Atlético Tucumán,LPF,68,69,70,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/111708.png,3.0
Empoli,Rest of World,68,69,70,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1746.png,3.0
Molde FK,Eliteserien,68,69,70,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/417.png,3.0
CD Tenerife,LaLiga SmartBank,68,69,70,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/260.png,3.0
AJ Auxerre,Ligue 2 BKT,68,69,70,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/57.png,3.0
Yeni Malatyaspor,Süper Lig,70,68,70,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/113259.png,3.0
Unión de Santa Fe,LPF,68,68,70,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/111716.png,3.0
Willem II,Eredivisie,68,68,70,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1907.png,3.0
CD Palestino,Sudamericana,68,67,70,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/111328.png,3.0
Orlando Pirates,Rest of World,68,67,70,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/110930.png,3.0
Urawa Red Diamonds,Meiji Yasuda J1,70,65,70,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/111575.png,3.0
Malmö FF,Sweden Allsvenskan (1),69,70,69,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/320.png,3.0
Málaga CF,LaLiga SmartBank,68,70,69,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/573.png,3.0
Gil Vicente FC,Liga NOS,70,69,69,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1888.png,3.0
Ulsan Hyundai Horang-i,K League 1,70,69,69,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1473.png,3.0
Legia Warszawa,PKO Ekstraklasa,66,69,69,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1871.png,3.0
LDU Quito,Libertadores,67,68,69,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/110986.png,3.0
Brescia,Rest of World,69,67,69,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/190.png,3.0
Marítimo,Liga NOS,68,67,69,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1893.png,3.0
Yokohama F・Marinos,Meiji Yasuda J1,69,70,68,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/101151.png,3.0
KV Kortrijk,1A Pro League,69,70,68,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/100081.png,3.0
1. FC Nürnberg,Bundesliga 2,68,70,68,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/171.png,3.0
Portimonense SC,Liga NOS,67,70,68,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/10031.png,3.0
ESTAC Troyes,Ligue 2 BKT,71,69,68,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/294.png,3.0
FC CFR 1907 Cluj,Liga I,70,69,68,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/114385.png,3.0
Huddersfield Town,EFL Championship,69,69,68,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1939.png,3.0
KV Mechelen,1A Pro League,68,69,68,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/110724.png,3.0
Konyaspor,Süper Lig,70,68,68,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/101033.png,3.0
Belenenses,Liga NOS,70,68,68,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1889.png,3.0
Luton Town,EFL Championship,69,68,68,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1923.png,3.0
FC Dallas,MLS,68,70,67,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/695.png,3.0
Botafogo,Liga do Brasil,71,69,67,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/517.png,3.0
SC Farense,Liga NOS,69,69,67,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/489.png,3.0
Toulouse FC,Ligue 2 BKT,70,68,67,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1809.png,3.0
Barcelona Sporting Club,Libertadores,70,68,66,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/110981.png,3.0
Banfield,LPF,65,70,65,69,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/110404.png,3.0
Al Ain FC,Rest of World,66,67,75,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/111701.png,2.5
Chicago Fire Soccer Club,MLS,66,70,72,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/693.png,2.5
New England Revolution,MLS,66,67,72,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/691.png,2.5
FC Erzgebirge Aue,Bundesliga 2,67,69,71,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/506.png,2.5
Vancouver Whitecaps FC,MLS,66,69,71,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/101112.png,2.5
SV Zulte Waregem,1A Pro League,66,69,71,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/15005.png,2.5
FC Cincinnati,MLS,67,68,71,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/113149.png,2.5
SD Ponferradina,LaLiga SmartBank,67,68,71,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/2023.png,2.5
BB Erzurumspor,Süper Lig,66,67,71,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/749.png,2.5
San Jose Earthquakes,MLS,66,70,70,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/111928.png,2.5
K Beerschot VA,1A Pro League,68,69,70,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/675.png,2.5
FC St. Pauli,Bundesliga 2,68,68,70,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/110329.png,2.5
IFK Göteborg,Sweden Allsvenskan (1),67,68,70,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/319.png,2.5
Club Cerro Porteño,Libertadores,64,68,70,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/112716.png,2.5
R. Zaragoza,LaLiga SmartBank,69,67,70,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/244.png,2.5
F.C. Tokyo,Meiji Yasuda J1,68,67,70,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/101150.png,2.5
FCSB,Liga I,68,67,70,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/100761.png,2.5
Sint-Truidense VV,1A Pro League,68,67,70,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/680.png,2.5
Nashville SC,MLS,67,70,69,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/114162.png,2.5
KV Oostende,1A Pro League,68,69,69,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/682.png,2.5
Impact Montréal,MLS,67,69,69,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/111139.png,2.5
Lech Poznań,PKO Ekstraklasa,67,69,69,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/873.png,2.5
Brøndby IF,3F Superliga,67,69,69,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/269.png,2.5
Gimnasia y Esgrima La Plata,LPF,68,68,69,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/101084.png,2.5
CD Nacional,Liga NOS,67,68,69,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1891.png,2.5
New York Red Bulls,MLS,67,68,69,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/689.png,2.5
CD Tondela,Liga NOS,70,67,69,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/112516.png,2.5
SV Sandhausen,Bundesliga 2,68,67,69,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/110178.png,2.5
Universitatea Craiova,Liga I,68,67,69,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/308.png,2.5
Royal Excel Mouscron,1A Pro League,67,67,69,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/111560.png,2.5
FC Luzern,RSL,67,67,69,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/897.png,2.5
SM Caen,Ligue 2 BKT,67,67,69,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/210.png,2.5
Sanfrecce Hiroshima,Meiji Yasuda J1,69,66,69,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/113157.png,2.5
Shanghai SIPG FC,CSL,65,72,68,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/112540.png,2.5
En Avant Guingamp,Ligue 2 BKT,69,69,68,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/62.png,2.5
Karlsruher SC,Bundesliga 2,68,69,68,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1832.png,2.5
RZ Pellets Wolfsberger AC,Ö. Bundesliga,67,69,68,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/111822.png,2.5
Rosenborg BK,Eliteserien,67,69,68,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/298.png,2.5
CD Castellón,LaLiga SmartBank,66,69,68,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/100852.png,2.5
Puebla,LIGA BBVA MX,64,69,68,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/110152.png,2.5
Club Atlético Peñarol,Sudamericana,64,69,68,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/101110.png,2.5
Gamba Osaka,Meiji Yasuda J1,70,68,68,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/112093.png,2.5
Barnsley,EFL Championship,69,68,68,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1932.png,2.5
Club Atlético Huracán,LPF,68,68,68,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/111711.png,2.5
Nagoya Grampus,Meiji Yasuda J1,67,68,68,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/112092.png,2.5
Rotherham United,EFL Championship,67,68,68,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1797.png,2.5
Club Necaxa,LIGA BBVA MX,68,67,68,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/101121.png,2.5
Unión La Calera,Libertadores,67,67,68,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/112535.png,2.5
FC Twente,Eredivisie,67,66,68,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1908.png,2.5
Coventry City,EFL Championship,69,70,67,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1800.png,2.5
Atlético Nacional,Libertadores,67,70,67,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/101100.png,2.5
SK Sturm Graz,Ö. Bundesliga,67,70,67,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/209.png,2.5
Independiente del Valle,Libertadores,65,70,67,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/112908.png,2.5
Cerezo Osaka,Meiji Yasuda J1,67,69,67,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/101148.png,2.5
Cercle Brugge,1A Pro League,67,69,67,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1750.png,2.5
Sporting Cristal,Libertadores,68,68,67,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/111013.png,2.5
Real Salt Lake,MLS,67,68,67,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/111065.png,2.5
CF Fuenlabrada,LaLiga SmartBank,67,68,67,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/110065.png,2.5
Deportes Tolima,Sudamericana,66,68,67,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/111722.png,2.5
Aarhus AGF,3F Superliga,67,70,66,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/271.png,2.5
FC Groningen,Eredivisie,69,68,66,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1915.png,2.5
Houston Dynamo,MLS,68,69,65,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/698.png,2.5
Amiens SC,Ligue 2 BKT,68,67,65,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1816.png,2.5
Shandong Luneng TaiShan FC,CSL,65,70,59,68,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/111724.png,2.5
Gallos Blancos de Querétaro,LIGA BBVA MX,65,68,71,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/110150.png,2.5
Fortuna Sittard,Eredivisie,67,68,70,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/634.png,2.5
Waasland-Beveren,1A Pro League,67,67,70,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/110913.png,2.5
Sydney FC,A-League,67,67,69,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/111400.png,2.5
FC Emmen,Eredivisie,67,67,69,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/100628.png,2.5
FK Austria Wien,Ö. Bundesliga,68,66,69,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/256.png,2.5
FC Sion,RSL,66,66,69,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/110770.png,2.5
VVV-Venlo,Eredivisie,66,66,69,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/100651.png,2.5
Al Wehda,MBS Pro League,65,69,68,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/112408.png,2.5
Arsenal de Sarandí,LPF,68,68,68,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/110394.png,2.5
The Strongest,Libertadores,66,68,68,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/110969.png,2.5
UD Logroñés,LaLiga SmartBank,66,68,68,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/476.png,2.5
Club Atlético Central Córdoba,LPF,65,68,68,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/112965.png,2.5
FC Seoul,K League 1,63,68,68,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/982.png,2.5
Club Bolívar,Libertadores,67,67,68,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/110968.png,2.5
Servette FC,RSL,67,67,68,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/324.png,2.5
CD Lugo,LaLiga SmartBank,66,67,68,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/110831.png,2.5
Sparta Rotterdam,Eredivisie,66,67,68,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/100646.png,2.5
Hibernian,Scottish Prem,66,67,68,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/81.png,2.5
FC Cartagena,LaLiga SmartBank,65,67,68,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/100851.png,2.5
Universitario de Deportes,Libertadores,66,66,68,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/111014.png,2.5
Hull City,EFL League One,66,66,68,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1952.png,2.5
Godoy Cruz,LPF,67,68,67,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/111706.png,2.5
AC Ajaccio,Ligue 2 BKT,66,68,67,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/614.png,2.5
PEC Zwolle,Eredivisie,67,67,67,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1914.png,2.5
VfL Osnabrück,Bundesliga 2,67,67,67,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/487.png,2.5
CS Emelec,Sudamericana,66,67,67,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/110984.png,2.5
Eintracht Braunschweig,Bundesliga 2,66,67,67,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/110500.png,2.5
SSV Jahn Regensburg,Bundesliga 2,66,67,67,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/543.png,2.5
CD Mirandés,LaLiga SmartBank,68,66,67,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/110069.png,2.5
FC Sochaux-Montbéliard,Ligue 2 BKT,67,66,67,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/226.png,2.5
Kashiwa Reysol,Meiji Yasuda J1,66,66,67,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/101145.png,2.5
Jagiellonia Białystok,PKO Ekstraklasa,65,66,67,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/110745.png,2.5
Shimizu S-Pulse,Meiji Yasuda J1,65,66,67,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/101149.png,2.5
AD Alcorcón,LaLiga SmartBank,67,65,67,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/100831.png,2.5
Grenoble Foot 38,Ligue 2 BKT,68,68,66,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1805.png,2.5
Hammarby IF,Sweden Allsvenskan (1),67,68,66,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/708.png,2.5
Club Atlético Aldosivi,LPF,69,67,66,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/111707.png,2.5
FC Lugano,RSL,66,67,66,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/10032.png,2.5
Oceânico FC,Liga do Brasil,68,66,66,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/115199.png,2.5
Djurgårdens IF,Sweden Allsvenskan (1),68,66,66,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/710.png,2.5
AIK,Sweden Allsvenskan (1),68,68,65,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/433.png,2.5
Suwon Samsung Bluewings,K League 1,67,68,65,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/983.png,2.5
Wycombe Wanderers,EFL Championship,68,66,65,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1933.png,2.5
Patronato,LPF,66,66,65,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/110581.png,2.5
Clermont Foot 63,Ligue 2 BKT,68,68,64,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1815.png,2.5
Paris FC,Ligue 2 BKT,68,67,64,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/111817.png,2.5
FK Bodø/Glimt,Eliteserien,68,67,62,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/918.png,2.5
Valenciennes FC,Ligue 2 BKT,66,67,62,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/110456.png,2.5
Denizlispor,Süper Lig,66,68,61,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/1457.png,2.5
Pogoń Szczecin,PKO Ekstraklasa,65,67,61,67,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/110746.png,2.5
Al Taawoun,MBS Pro League,65,67,73,66,https://fifastatic.fifaindex.com/FIFA21/images/crest/5/light/112393.png,2.0
